+1.095480354E+03,-1.349821459E+01,+0,+0
+1.021965862E+03,-1.142156496E+01,+0,+0
+9.874308057E+02,-1.044799298E+01,+0,+0
+9.653226503E+02,-9.815457119E+00,+0,+0
+9.492944943E+02,-9.364482333E+00,+0,+0
+9.366886154E+02,-9.017549411E+00,+0,+0
+9.267871799E+02,-8.740189302E+00,+0,+0
+9.184915562E+02,-8.510530156E+00,+0,+0
+9.114575975E+02,-8.325212774E+00,+0,+0
+9.052396901E+02,-8.166476707E+00,+0,+0
+8.998021356E+02,-8.035823131E+00,+0,+0
+8.948577445E+02,-7.924964407E+00,+0,+0
+8.903494137E+02,-7.818623879E+00,+0,+0
+8.862394698E+02,-7.732564631E+00,+0,+0
+8.825372618E+02,-7.661183848E+00,+0,+0
+8.791107010E+02,-7.596978828E+00,+0,+0
+8.758911858E+02,-7.545555362E+00,+0,+0
+8.729154391E+02,-7.500261862E+00,+0,+0
+8.701015603E+02,-7.458097333E+00,+0,+0
+8.675602751E+02,-7.428531457E+00,+0,+0
+8.653059430E+02,-7.412945999E+00,+0,+0
+8.665113635E+02,-6.938590014E+00,+0,+0
+8.685129337E+02,-6.386820890E+00,+0,+0
+8.657447387E+02,-6.321018938E+00,+0,+0
+8.641038661E+02,-6.281836889E+00,+0,+0
+8.574603018E+02,-6.242691007E+00,+0,+0
+8.588874010E+02,-6.202219830E+00,+0,+0
+8.547457382E+02,-6.166555961E+00,+0,+0
+8.491065454E+02,-6.124215985E+00,+0,+0
+8.337114811E+02,-6.038763836E+00,+0,+0
+8.137190743E+02,-5.942636135E+00,+0,+0
+8.006621523E+02,-5.827312638E+00,+0,+0
+8.144714771E+02,-5.882282539E+00,+0,+0
+8.155836355E+02,-5.897898007E+00,+0,+0
+8.205397117E+02,-5.903845918E+00,+0,+0
+8.246998437E+02,-5.912066049E+00,+0,+0
+8.291125517E+02,-5.921550891E+00,+0,+0
+8.278749068E+02,-6.821179352E+00,+0,+0
+8.224890815E+02,-7.417483446E+00,+0,+0
+8.214187487E+02,-7.447628700E+00,+0,+0
+8.204152670E+02,-7.471128338E+00,+0,+0
+8.194094205E+02,-7.494659230E+00,+0,+0
+8.184284808E+02,-7.518525307E+00,+0,+0
+8.174663263E+02,-7.541215654E+00,+0,+0
+8.165044026E+02,-7.564344593E+00,+0,+0
+8.154465579E+02,-7.579124830E+00,+0,+0
+8.145032188E+02,-7.600402649E+00,+0,+0
+8.136080164E+02,-7.624718192E+00,+0,+0
+8.127233150E+02,-7.651092226E+00,+0,+0
+8.118868416E+02,-7.677661812E+00,+0,+0
+8.110721701E+02,-7.704508997E+00,+0,+0
+8.104156534E+02,-7.732391277E+00,+0,+0
+8.097838759E+02,-7.761555541E+00,+0,+0
+8.089499829E+02,-7.788984139E+00,+0,+0
+8.081159445E+02,-7.818247534E+00,+0,+0
+8.072935345E+02,-7.847092804E+00,+0,+0
+8.064576964E+02,-7.875252437E+00,+0,+0
+8.056680393E+02,-7.904678959E+00,+0,+0
+8.048636043E+02,-7.934042273E+00,+0,+0
+8.040388826E+02,-7.964912740E+00,+0,+0
+8.032619507E+02,-7.996064531E+00,+0,+0
+8.024854425E+02,-8.026454030E+00,+0,+0
+8.016602384E+02,-8.056921337E+00,+0,+0
+8.009971693E+02,-8.088902619E+00,+0,+0
+8.002032031E+02,-8.119393990E+00,+0,+0
+7.994580908E+02,-8.151333545E+00,+0,+0
+7.986693134E+02,-8.182888028E+00,+0,+0
+7.977662704E+02,-8.212047345E+00,+0,+0
+7.966704995E+02,-8.240574029E+00,+0,+0
+7.958829722E+02,-8.271960527E+00,+0,+0
+7.945764148E+02,-8.298623762E+00,+0,+0
+7.934605118E+02,-8.325690919E+00,+0,+0
+7.931532402E+02,-8.362103641E+00,+0,+0
+7.923876918E+02,-8.393693275E+00,+0,+0
+7.912371360E+02,-8.420773830E+00,+0,+0
+7.906010002E+02,-8.453294211E+00,+0,+0
+7.900916392E+02,-8.495156585E+00,+0,+0
+7.891087390E+02,-8.528099582E+00,+0,+0
+7.878312579E+02,-8.555415494E+00,+0,+0
+7.871093984E+02,-8.589484416E+00,+0,+0
+7.868813468E+02,-8.627629619E+00,+0,+0
+7.866365520E+02,-8.666369322E+00,+0,+0
+7.862150284E+02,-8.702397977E+00,+0,+0
+7.857428075E+02,-8.736285468E+00,+0,+0
+7.852212919E+02,-8.771436774E+00,+0,+0
+7.845348059E+02,-8.804906136E+00,+0,+0
+7.840954141E+02,-8.840723496E+00,+0,+0
+7.835354291E+02,-8.875907758E+00,+0,+0
+7.829071421E+02,-8.909462729E+00,+0,+0
+7.820274371E+02,-8.935470758E+00,+0,+0
+7.809034350E+02,-8.960641069E+00,+0,+0
+7.803686747E+02,-8.989661314E+00,+0,+0
+7.798130769E+02,-9.021496011E+00,+0,+0
+7.790597272E+02,-9.052117775E+00,+0,+0
+7.783594869E+02,-9.084919941E+00,+0,+0
+7.776902053E+02,-9.116059472E+00,+0,+0
+7.773366971E+02,-9.152707955E+00,+0,+0
+7.763784930E+02,-9.181137512E+00,+0,+0
+7.753092296E+02,-9.207753456E+00,+0,+0
+7.739780484E+02,-9.229343345E+00,+0,+0
+7.729122845E+02,-9.258129709E+00,+0,+0
+7.724028503E+02,-9.292369106E+00,+0,+0
+7.719936072E+02,-9.327059656E+00,+0,+0
+7.715657833E+02,-9.360529104E+00,+0,+0
+7.712717904E+02,-9.397649150E+00,+0,+0
+7.708639687E+02,-9.433047443E+00,+0,+0
+7.702667012E+02,-9.465688067E+00,+0,+0
+7.697133126E+02,-9.497773110E+00,+0,+0
+7.692036197E+02,-9.532577981E+00,+0,+0
+7.687121521E+02,-9.566161857E+00,+0,+0
+7.682463077E+02,-9.600496514E+00,+0,+0
+7.677446383E+02,-9.632430424E+00,+0,+0
+7.672493541E+02,-9.665848918E+00,+0,+0
+7.668710504E+02,-9.702013929E+00,+0,+0
+7.665978481E+02,-9.739301639E+00,+0,+0
+7.661643499E+02,-9.773032920E+00,+0,+0
+7.656480136E+02,-9.806772893E+00,+0,+0
+7.651859871E+02,-9.840443126E+00,+0,+0
+7.646382801E+02,-9.872943635E+00,+0,+0
+7.640700142E+02,-9.904985061E+00,+0,+0
+7.634551307E+02,-9.936542041E+00,+0,+0
+7.628911280E+02,-9.968176836E+00,+0,+0
+7.623828591E+02,-1.000146848E+01,+0,+0
+7.618906632E+02,-1.003529350E+01,+0,+0
+7.613702112E+02,-1.006846241E+01,+0,+0
+7.608678840E+02,-1.010197645E+01,+0,+0
+7.606594735E+02,-1.013827681E+01,+0,+0
+7.608155260E+02,-1.018114497E+01,+0,+0
+7.604550522E+02,-1.021614990E+01,+0,+0
+7.594845195E+02,-1.024171996E+01,+0,+0
+7.587203882E+02,-1.027023634E+01,+0,+0
+7.579405796E+02,-1.029838728E+01,+0,+0
+7.568525060E+02,-1.032089775E+01,+0,+0
+7.562618900E+02,-1.035145766E+01,+0,+0
+7.564254269E+02,-1.039535338E+01,+0,+0
+7.565297549E+02,-1.043623611E+01,+0,+0
+7.560970191E+02,-1.046887007E+01,+0,+0
+7.553211596E+02,-1.049601612E+01,+0,+0
+7.545789775E+02,-1.052398972E+01,+0,+0
+7.540994891E+02,-1.055645884E+01,+0,+0
+7.535777696E+02,-1.058861173E+01,+0,+0
+7.530608437E+02,-1.062070137E+01,+0,+0
+7.528733893E+02,-1.065796334E+01,+0,+0
+7.524900345E+02,-1.069089155E+01,+0,+0
+7.523891692E+02,-1.072968608E+01,+0,+0
+7.525172172E+02,-1.077266912E+01,+0,+0
+7.522377597E+02,-1.080947184E+01,+0,+0
+7.517671323E+02,-1.084125131E+01,+0,+0
+7.512715592E+02,-1.087248885E+01,+0,+0
+7.507874721E+02,-1.090400837E+01,+0,+0
+7.503249061E+02,-1.093522529E+01,+0,+0
+7.498691844E+02,-1.096736518E+01,+0,+0
+7.494065981E+02,-1.099838555E+01,+0,+0
+7.489556422E+02,-1.103518445E+01,+0,+0
+7.485012875E+02,-1.106879588E+01,+0,+0
+7.480263722E+02,-1.110132135E+01,+0,+0
+7.474322742E+02,-1.113190170E+01,+0,+0
+7.467434170E+02,-1.115898108E+01,+0,+0
+7.462913934E+02,-1.119131077E+01,+0,+0
+7.458747355E+02,-1.122271169E+01,+0,+0
+7.454505282E+02,-1.125474019E+01,+0,+0
+7.449971358E+02,-1.128601757E+01,+0,+0
+7.445899482E+02,-1.131879625E+01,+0,+0
+7.442035892E+02,-1.135114213E+01,+0,+0
+7.437538679E+02,-1.138343252E+01,+0,+0
+7.433226554E+02,-1.141498521E+01,+0,+0
+7.429035326E+02,-1.144537572E+01,+0,+0
+7.424879407E+02,-1.147698212E+01,+0,+0
+7.420775460E+02,-1.150841245E+01,+0,+0
+7.416782334E+02,-1.153989598E+01,+0,+0
+7.412962225E+02,-1.157249487E+01,+0,+0
+7.409682457E+02,-1.160565910E+01,+0,+0
+7.407858919E+02,-1.164217515E+01,+0,+0
+7.404251702E+02,-1.167472104E+01,+0,+0
+7.400042024E+02,-1.170536778E+01,+0,+0
+7.395911507E+02,-1.173537279E+01,+0,+0
+7.391849099E+02,-1.176639277E+01,+0,+0
+7.387625173E+02,-1.179679966E+01,+0,+0
+7.382782722E+02,-1.182745021E+01,+0,+0
+7.378307579E+02,-1.185596427E+01,+0,+0
+7.374001961E+02,-1.188216489E+01,+0,+0
+7.370110741E+02,-1.191259156E+01,+0,+0
