5000,16483.2,-6.948
9975,15976.3,-6.584
14950,1334.24,-13.713
19925,1376.67,-12.024
24900,1417.88,-10.945
29875,1426.78,-10.215
34850,1418.1,-9.642
39825,1412.15,-9.286
44800,1459.11,-8.997
49775,1514.34,-8.871
54750,1546.06,-8.796
59725,1564.35,-8.784
64700,1558.92,-8.75
69675,1572.6,-8.809
74650,1590.39,-8.907
79625,1607.53,-9.013
84600,1614.04,-9.097
89575,1635.15,-9.26
94550,1646.69,-9.389
99525,1661.17,-9.549
104500,1674.85,-9.722
109475,1682.72,-9.881
114450,1696.05,-10.07
119425,1705.95,-10.242
124400,1717.76,-10.438
129375,1722.07,-10.609
134350,1727.77,-10.795
139325,1731.3,-10.96
144300,1731.94,-11.117
149275,1738.27,-11.311
154250,1743.84,-11.492
159225,1751.59,-11.694
164200,1758.22,-11.895
169175,1760.97,-12.072
174150,1763.42,-12.25
179125,1765.49,-12.428
184100,1765.46,-12.593
189075,1765.05,-12.756
194050,1765.86,-12.928
199025,1765.98,-13.094
204000,1765.32,-13.252
208975,1769.33,-13.437
213950,1763.92,-13.557
218925,1765.85,-13.734
223900,1767.77,-13.914
228875,1768.56,-14.095
233850,1771.46,-14.284
238825,1769.4,-14.436
243800,1770.57,-14.597
248775,1768.32,-14.745
253750,1768.03,-14.905
258725,1766.28,-15.048
263700,1765.66,-15.196
268675,1765.63,-15.344
273650,1759.14,-15.465
278625,1752.68,-15.556
283600,1752.18,-15.699
288575,1754.19,-15.878
293550,1752.27,-16.021
298525,1751.2,-16.161
303500,1750.59,-16.296
308475,1749.68,-16.439
313450,1749.43,-16.573
318425,1749.41,-16.695
323400,1746.48,-16.81
328375,1745.59,-16.942
333350,1744.3,-17.077
338325,1742.81,-17.203
343300,1737.75,-17.314
348275,1733.44,-17.434
353250,1729.63,-17.557
358225,1722.07,-17.66
363200,1716.31,-17.733
368175,1714.1,-17.839
373150,1714.48,-17.985
378125,1711.14,-18.092
383100,1707.44,-18.194
388075,1706.14,-18.302
393050,1705.35,-18.412
398025,1703.23,-18.512
403000,1699.7,-18.604
407975,1695.83,-18.692
412950,1694.91,-18.81
417925,1692.4,-18.915
422900,1689.6,-19.01
427875,1685.5,-19.088
432850,1678.78,-19.156
437825,1674.25,-19.232
442800,1669.41,-19.299
447775,1668.19,-19.399
452750,1667.42,-19.501
457725,1664.75,-19.601
462700,1663.15,-19.695
467675,1660.82,-19.793
472650,1661.35,-19.921
477625,1660.68,-20.021
482600,1657.8,-20.099
487575,1655.86,-20.178
492550,1654.47,-20.288
497525,1652.21,-20.377
502500,1652.33,-20.492
507475,1652.8,-20.615
512450,1651.19,-20.702
517425,1648.23,-20.771
522400,1646.93,-20.867
527375,1644.81,-20.955
532350,1642.24,-21.033
537325,1638.94,-21.08
542300,1636.65,-21.16
547275,1635.18,-21.251
552250,1633.03,-21.321
557225,1628.85,-21.37
562200,1627.39,-21.465
567175,1625.15,-21.543
572150,1625.03,-21.645
577125,1625.35,-21.749
582100,1622.99,-21.829
587075,1618.74,-21.866
592050,1617.98,-21.941
597025,1613.55,-21.966
602000,1612.51,-22.047
606975,1609.36,-22.101
611950,1606.87,-22.176
616925,1605.13,-22.242
621900,1603.11,-22.312
626875,1599.58,-22.366
631850,1593.82,-22.388
636825,1594.86,-22.497
641800,1590.72,-22.519
646775,1590.02,-22.609
651750,1584.59,-22.624
656725,1581.61,-22.669
661700,1579.65,-22.736
666675,1578.33,-22.824
671650,1579.05,-22.937
676625,1577.82,-23.015
681600,1575.7,-23.06
686575,1575.55,-23.146
691550,1575.2,-23.232
696525,1573.82,-23.315
701500,1570.4,-23.361
706475,1569.68,-23.445
711450,1566.66,-23.497
716425,1563.94,-23.54
721400,1561.65,-23.581
726375,1555.97,-23.6
731350,1553.93,-23.657
736325,1549.46,-23.673
741300,1548.01,-23.732
746275,1543.91,-23.759
751250,1540.74,-23.781
756225,1531.8,-23.747
761200,1529.74,-23.815
766175,1528.37,-23.865
771150,1527.1,-23.92
776125,1525.68,-23.966
781100,1524.95,-24.054
786075,1524.35,-24.135
791050,1523.21,-24.201
796025,1520.47,-24.23
801000,1518.99,-24.285
805975,1516.25,-24.32
810950,1515.64,-24.392
815925,1512.12,-24.428
820900,1510.19,-24.494
825875,1503.3,-24.463
830850,1496.8,-24.472
835825,1496.66,-24.55
840800,1495.15,-24.606
845775,1491.68,-24.634
850750,1492.17,-24.717
855725,1493.7,-24.842
860700,1497.98,-24.997
865675,1496.68,-25.05
870650,1497.62,-25.137
875625,1495.75,-25.189
880600,1495.18,-25.257
885575,1490.59,-25.252
890550,1489.04,-25.291
895525,1485.04,-25.288
900500,1479.44,-25.346
905475,1476.74,-25.277
910450,1474.49,-25.294
915425,1472.88,-25.333
920400,1471.34,-25.384
925375,1467.68,-25.403
930350,1466.25,-25.453
935325,1464.53,-25.506
940300,1462.5,-25.542
945275,1458.36,-25.554
950250,1458,-25.579
955225,1455.58,-25.627
960200,1451.68,-25.603
965175,1449.18,-25.612
970150,1449.32,-25.676
975125,1445.99,-25.716
980100,1444.6,-25.814
985075,1439.27,-25.8
990050,1436.01,-25.809
995025,1435.19,-25.868
1000000,1431.36,-25.875
5000,1730.2,-13.887
9975,1631.62,-11.805
14950,1568.32,-10.89
19925,1528.89,-10.196
24900,1501.99,-9.684
29875,1480.13,-9.315
34850,1457.95,-9.036
39825,1425.45,-8.833
44800,1433.29,-8.617
49775,1436.44,-8.462
54750,1426.28,-8.379
59725,1417.91,-8.318
64700,1412.37,-8.261
69675,1407.93,-8.238
74650,1411.42,-8.238
79625,1410.01,-8.265
84600,1402.7,-8.282
89575,1394.34,-8.285
94550,1393.8,-8.306
99525,1392.18,-8.323
104500,1383.76,-8.332
109475,1377.8,-8.338
114450,1377.6,-8.419
119425,1373.03,-8.472
124400,1370.53,-8.551
129375,1368.32,-8.607
134350,1347.34,-8.604
139325,1322.37,-8.606
144300,1337.22,-8.718
149275,1337.71,-8.795
154250,1326.41,-8.826
159225,1316.62,-8.844
164200,1322.18,-8.925
169175,1326.33,-8.991
174150,1328.47,-9.065
179125,1330.24,-9.135
184100,1312.7,-9.13
189075,1308.58,-9.187
194050,1304.53,-9.235
199025,1305.75,-9.325
204000,1303.64,-9.386
208975,1281.85,-9.351
213950,1283.77,-9.408
218925,1290.48,-9.496
223900,1290.6,-9.574
228875,1286.96,-9.643
233850,1287.47,-9.706
238825,1288.5,-9.788
243800,1272.43,-9.748
248775,1265.44,-9.764
253750,1258.54,-9.786
258725,1261.68,-9.876
263700,1258.99,-9.939
268675,1267.62,-10.091
273650,1259.25,-10.114
278625,1260.56,-10.183
283600,1258.14,-10.234
288575,1262.53,-10.335
293550,1261.14,-10.403
298525,1257.76,-10.461
303500,1257.09,-10.534
308475,1275.89,-10.783
313450,1276.93,-10.872
318425,1264.69,-10.837
323400,1256.46,-10.849
328375,1246.57,-10.852
333350,1231.77,-10.828
338325,1232.37,-10.922
343300,1239.68,-11.04
348275,1240.17,-11.095
353250,1244.4,-11.172
358225,1247.2,-11.24
363200,1249.65,-11.317
368175,1251.75,-11.397
373150,1250.23,-11.461
